723	1320919	759	572
724	1327094	744	476
725	1333203	476	283
726	1337163	22	21
727	1337336	47	38
728	1337720	1	1
729	1337730	238	174
730	1339648	176	153
731	1341080	379	252
732	1344198	150	99
733	1345409	12	9
734	1345506	187	168
735	1347055	217	189
736	1348807	27	26
737	1349035	132	123
738	1350134	19	12
739	1350294	1	1
740	1350304	20	19
741	1350468	268	158
742	1352706	68	62
743	1353272	1	1
744	1353282	2	1
745	1353297	87	75
746	1354029	262	226
747	1356169	59	55
748	1356651	763	429
749	1362855	508	188
750	1367066	174	126
751	1368496	11	10
752	1368590	47	41
753	1368988	36	25
754	1369275	1	1
755	1369285	224	195
756	1371129	1	1
757	1371139	296	258
758	1373585	46	42
759	1373949	192	167
760	1375530	352	278
761	1378379	533	398
762	1382714	163	108
763	1384054	26	21
764	1384267	139	110
765	1385411	218	145
766	1387197	437	306
767	1390726	439	256
768	1394246	701	569
769	1400061	90	75
770	1400790	62	49
771	1401287	141	119
772	1402400	48	42
773	1402792	51	51
774	1403211	29	29
775	1403456	32	25
776	1403724	25	20
777	1403931	670	449
778	1409506	94	85
779	1410293	484	383
780	1414246	57	48
781	1414706	19	12
782	1414869	81	79
783	1415546	1	1
784	1415557	26	26
785	1415781	63	57
786	1416313	22	22
787	1416495	57	30
788	1416954	405	314
789	1420348	32	29
790	1420603	23	21
791	1420794	241	195
792	1422812	222	173
793	1424645	110	75
794	1425535	216	189
795	1427336	21	19
796	1427513	4	4
797	1427548	430	345
798	1431028	200	146
799	1432682	22	17
800	1432859	2	2
801	1432878	436	369
802	1436477	272	210
803	1438713	588	442
804	1443493	388	255
805	1446645	732	393
806	1452563	2468	935
807	1472836	3	3
808	1472862	1	1
809	1472871	236	188
810	1474769	261	132
811	1476940	1036	729
812	1485376	337	217
813	1488086	666	218
814	1493641	371	277
815	1496709	5	5
816	1496752	1	1
817	1496762	65	43
818	1497301	579	324
819	1502062	34	28
820	1502339	73	64
821	1502948	105	94
822	1503796	42	34
823	1504135	4	4
824	1504172	41	29
825	1504508	3	3
826	1504535	371	306
827	1507603	73	66
828	1508212	116	58
829	1509151	544	361
830	1513632	10	9
831	1513716	84	74
832	1514404	10	10
833	1514488	14	11
834	1514604	41	38
835	1514953	88	66
836	1515693	572	329
837	1520377	91	81
838	1521131	2	2
839	1521148	27	25
840	1521367	271	202
841	1523640	315	274
842	1526241	2	2
843	1526260	141	128
844	1527433	644	461
845	1532698	189	157
846	1534282	3	2
847	1534309	1680	574
848	1547710	43	35
849	1548064	87	82
850	1548793	52	47
851	1549227	109	37
852	1550135	173	60
853	1551590	1708	508
854	1565839	29	24
855	1566076	262	202
856	1568245	138	118
857	1569383	76	53
858	1570003	20	12
859	1570171	1234	628
860	1580220	23	16
861	1580409	271	241
862	1582673	189	156
863	1584214	167	128
864	1585596	134	108
865	1586700	132	101
866	1587810	527	362
867	1592121	68	46
868	1592672	79	70
869	1593314	231	124
870	1595257	13	8
871	1595371	163	104
872	1596676	209	111
873	1598422	40	37
874	1598763	37	32
875	1599074	3	3
876	1599102	76	68
877	1599730	9	9
878	1599809	20	20
879	1599976	121	92
880	1600950	849	606
881	1607935	46	41
882	1608298	274	168
883	1610606	516	322
884	1614863	89	62
885	1615607	65	46
886	1616124	187	132
887	1617663	37	33
888	1617968	332	266
889	1620713	617	256
890	1625869	47	44
891	1626273	8	8
892	1626343	7	5
893	1626404	10	10
894	1626490	69	26
895	1627057	25	25
896	1627260	20	20
897	1627430	50	48
898	1627848	66	62
899	1628388	565	444
900	1633012	101	90
901	1633840	245	154
902	1635826	494	408
903	1639963	18	18
904	1640120	6	5
905	1640174	12	5
906	1640270	3	3
907	1640299	109	97
908	1641209	290	155
909	1643611	6	6
910	1643665	603	419
911	1648558	303	217
912	1651039	1	1
913	1651050	54	43
914	1651503	115	103
915	1652446	18	17
916	1652601	588	470
917	1657372	249	170
918	1659373	6	6
919	1659429	182	158
920	1660879	37	34
921	1661191	903	666
922	1668632	39	37
923	1668958	1	1
924	1668969	211	169
925	1670677	24	21
926	1670882	41	40
927	1671225	49	49
928	1671636	14	13
929	1671755	6	6
930	1671809	10	9
931	1671894	72	50
932	1672484	6	6
933	1672536	4	4
934	1672571	386	277
935	1675730	841	555
936	1682481	365	239
937	1685466	754	587
938	1691662	126	100
939	1692700	29	26
940	1692937	961	473
941	1700849	236	168
942	1702827	62	55
943	1703342	82	79
944	1704043	7	7
945	1704101	56	37
946	1704569	62	57
947	1705083	1	1
948	1705094	5	5
949	1705138	71	47
950	1705727	57	56
951	1706195	8	8
952	1706260	67	53
953	1706800	16	14
954	1706931	71	57
955	1707532	75	64
956	1708149	1127	802
957	1717476	138	119
958	1718645	1	1
959	1718656	469	391
960	1722587	70	63
961	1723163	11	10
962	1723258	1	1
963	1723269	5	4
964	1723310	200	167
965	1724963	418	342
966	1728421	2	2
967	1728441	286	238
968	1730822	4	4
969	1730858	139	93
970	1731981	105	67
971	1732862	43	35
972	1733203	338	191
973	1735914	40	25
974	1736236	96	79
975	1737017	63	48
976	1737546	4	3
977	1737580	2069	800
978	1754684	363	232
979	1757619	17	17
980	1757763	106	77
981	1758637	7	5
982	1758701	9	8
983	1758780	74	52
984	1759398	654	511
985	1764766	378	298
986	1767853	2	2
987	1767872	113	63
988	1768783	17	17
989	1768931	61	56
990	1769435	185	108
991	1770947	21	18
992	1771123	113	90
993	1772040	48	47
994	1772441	1115	751
995	1781439	68	55
996	1781989	160	137
997	1783323	13	13
998	1783433	4	4
999	1783468	43	40
1000	1783821	165	150
1001	1785193	225	188
1002	1787065	156	113
1003	1788360	18	18
1004	1788508	3	3
1005	1788536	3	3
1006	1788566	13	12
1007	1788679	1596	1011
1008	1801684	7	6
1009	1801748	209	179
1010	1803420	383	303
1011	1806577	160	157
1012	1807886	377	303
1013	1810975	4	4
1014	1811010	130	108
1015	1812084	176	117
1016	1813533	15	8
1017	1813652	562	323
1018	1818331	30	27
1019	1818579	277	135
1020	1820863	363	266
1021	1823823	751	503
1022	1829973	96	51
1023	1830751	426	178
1024	1834274	380	232
1025	1837376	423	292
1026	1840847	164	122
1027	1842191	50	45
1028	1842590	1	1
1029	1842601	6	6
1030	1842652	105	62
1031	1843505	17	17
1032	1843651	75	71
1033	1844269	16	16
1034	1844400	3	3
1035	1844429	37	31
1036	1844731	15	9
1037	1844831	12	12
1038	1844930	193	130
1039	1846530	38	27
1040	1846834	60	60
1041	1847319	2	2
1042	1847337	15	13
1043	1847460	187	116
1044	1848973	11	10
1045	1849066	34	31
1046	1849340	2	2
1047	1849358	76	45
1048	1849973	6	4
1049	1850025	11	10
1050	1850116	25	24
1051	1850324	1	1
1052	1850335	73	67
1053	1850933	9	6
1054	1851007	120	106
1055	1851990	140	71
1056	1853186	4	4
1057	1853222	30	29
1058	1853468	34	28
1059	1853751	9	9
1060	1853831	31	18
1061	1854097	38	34
1062	1854415	1038	666
1063	1862804	38	36
1064	1863110	196	165
1065	1864731	448	373
1066	1868420	189	126
1067	1870018	298	239
1068	1872501	338	199
1069	1875299	369	278
1070	1878334	3	3
1071	1878363	2	2
1072	1878383	2	2
1073	1878403	191	175
1074	1879964	430	220
1075	1883556	61	47
1076	1884070	48	47
1077	1884465	190	150
1078	1886041	84	52
1079	1886723	128	114
1080	1887781	133	110
1081	1888858	5	5
1082	1888902	180	142
1083	1890364	281	247
1084	1892654	27	24
1085	1892874	37	33
1086	1893170	461	373
1087	1896977	3	3
1088	1897006	1	1
1089	1897017	26	22
1090	1897237	35	24
1091	1897515	1	1
1092	1897526	54	43
1093	1897982	329	202
1094	1900700	32	15
1095	1900974	3	3
1096	1901002	28	17
1097	1901234	3	2
1098	1901261	1	1
1099	1901273	1	1
1100	1901285	289	247
1101	1903649	497	355
1102	1907756	43	38
1103	1908115	18	11
1104	1908264	21	20
1105	1908440	21	20
1106	1908617	14	11
1107	1908738	1	1
1108	1908750	97	62
1109	1909527	34	33
1110	1909812	3	3
1111	1909839	77	73
1112	1910474	5	4
1113	1910521	39	22
1114	1910804	44	33
1115	1911149	279	234
1116	1913414	2	2
1117	1913433	2	2
1118	1913453	290	243
1119	1915796	502	407
1120	1919892	217	143
1121	1921664	1	1
1122	1921676	226	172
1123	1923519	20	15
1124	1923687	7	7
1125	1923750	71	57
1126	1924318	63	59
1127	1924834	1	1
1128	1924846	6	6
1129	1924899	1	1
1130	1924911	138	68
1131	1926032	13	13
1132	1926138	56	31
1133	1926591	4	3
1134	1926625	8	8
1135	1926694	362	310
1136	1929658	127	62
1137	1930696	124	70
1138	1931705	33	30
1139	1931983	161	52
1140	1933228	13	12
1141	1933338	1	1
1142	1933350	135	112
1143	1934432	22	6
1144	1934626	4	4
1145	1934664	26	23
1146	1934885	238	87
1147	1936900	127	92
1148	1937937	3	3
1149	1937965	58	38
1150	1938437	1	1
1151	1938449	48	34
1152	1938838	4	2
1153	1938871	36	16
1154	1939177	7	7
1155	1939236	602	470
1156	1944245	96	76
1157	1945056	7	7
1158	1945120	1	1
1159	1945132	678	467
1160	1950659	3	2
1161	1950686	11	11
1162	1950779	68	65
1163	1951338	1	1
1164	1951350	69	61
1165	1951931	271	228
1166	1954145	30	24
1167	1954405	42	37
1168	1954758	12	7
1169	1954863	22	18
1170	1955043	149	82
1171	1956274	205	116
1172	1957960	17	9
1173	1958103	109	65
1174	1958982	46	39
1175	1959354	125	105
1176	1960381	32	19
1177	1960642	42	20
1178	1960998	4	4
1179	1961035	47	26
1180	1961422	59	28
1181	1961907	1	1
1182	1961919	166	132
1183	1963307	3	3
1184	1963336	90	80
1185	1964082	289	195
1186	1966414	85	46
1187	1967114	2	2
1188	1967134	5	3
1189	1967176	223	195
1190	1969011	1269	437
1191	1979543	47	41
1192	1979936	106	89
1193	1980826	281	242
1194	1983118	55	38
1195	1983584	297	254
1196	1986022	239	169
1197	1987967	1	1
1198	1987979	307	249
1199	1990513	17	17
1200	1990656	105	88
1201	1991514	139	85
1202	1992676	1	1
1203	1992688	77	36
1204	1993338	1	1
1205	1993350	39	19
1206	1993679	88	76
1207	1994408	3	3
1208	1994435	3	3
1209	1994464	36	23
1210	1994770	6	4
1211	1994819	16	3
1212	1994960	198	151
1213	1996539	1	1
1214	1996551	16	15
1215	1996690	27	24
1216	1996910	2	2
1217	1996931	18	17
1218	1997084	6	4
1219	1997138	136	76
1220	1998287	108	73
1221	1999164	7	7
1222	1999226	14	13
1223	1999343	46	41
1224	1999716	35	31
1225	2000008	4	4
1226	2000042	45	35
1227	2000412	24	20
1228	2000614	39	30
1229	2000940	43	24
1230	2001304	51	41
1231	2001727	5	5
1232	2001771	43	32
1233	2002118	334	228
1234	2004893	1	1
1235	2004905	93	84
1236	2005674	87	85
1237	2006399	11	11
1238	2006495	1	1
1239	2006507	102	88
1240	2007338	5	5
1241	2007383	105	74
1242	2008242	14	14
1243	2008360	63	51
1244	2008883	17	14
1245	2009022	122	108
1246	2010039	106	98
1247	2010926	54	45
1248	2011378	69	57
1249	2011948	125	101
1250	2012980	399	304
1251	2016291	117	87
1252	2017250	49	30
1253	2017646	2	2
1254	2017667	5	5
1255	2017712	321	241
1256	2020362	7	6
1257	2020423	171	149
1258	2021832	427	277
1259	2025434	70	57
1260	2025974	12	10
1261	2026080	9	9
1262	2026157	371	203
1263	2029130	23	21
1264	2029329	170	146
1265	2030733	222	180
1266	2032538	78	65
1267	2033192	89	69
1268	2033926	38	36
1269	2034242	78	67
1270	2034876	42	38
1271	2035219	508	391
1272	2039428	500	402
1273	2043517	5	4
1274	2043563	110	71
1275	2044450	15	13
1276	2044574	558	309
1277	2049144	7	4
1278	2049207	66	58
1279	2049755	1	1
1280	2049767	255	172
1281	2051856	124	110
1282	2052896	24	23
1283	2053099	82	46
1284	2053800	1	1
1285	2053812	299	260
1286	2056290	8	8
1287	2056359	193	166
1288	2057942	12	10
1289	2058041	1	1
1290	2058053	90	83
1291	2058784	14	14
1292	2058900	8	7
1293	2058971	2	1
1294	2058989	292	255
1295	2061461	7	7
1296	2061525	1395	387
1297	2072830	173	129
1298	2074266	35	32
1299	2074566	18	9
1300	2074715	177	106
1301	2076211	12	8
1302	2076312	7	7
1303	2076375	344	196
1304	2079230	48	41
1305	2079633	14	12
1306	2079755	133	104
1307	2080848	265	224
1308	2082984	11	11
1309	2083072	54	30
1310	2083491	69	32
1311	2084051	132	123
1312	2085128	353	278
1313	2087969	165	125
1314	2089317	93	52
1315	2090090	123	78
1316	2091078	1499	858
1317	2102377	326	268
1318	2104976	558	360
1319	2109454	7	6
1320	2109508	32	27
1321	2109761	2	2
1322	2109779	4	4
1323	2109815	8	6
1324	2109883	11	11
1325	2109976	699	469
1326	2115614	43	35
1327	2115974	279	219
1328	2118277	101	78
1329	2119089	192	162
1330	2120691	4	4
1331	2120726	138	119
1332	2121871	420	323
1333	2125359	47	35
1334	2125751	36	29
1335	2126043	196	182
1336	2127658	180	154
1337	2129130	12	12
1338	2129232	6	6
1339	2129285	221	133
1340	2131056	140	96
1341	2132230	2	2
1342	2132250	11	10
1343	2132342	7	7
1344	2132401	24	24
1345	2132604	20	18
1346	2132766	117	92
1347	2133728	23	17
1348	2133916	10	8
1349	2133999	2	2
1350	2134017	3	2
1351	2134042	19	17
1352	2134202	92	65
1353	2134955	55	47
1354	2135394	6	4
1355	2135438	1	1
1356	2135450	36	33
1357	2135744	2	1
1358	2135762	128	84
1359	2136786	605	330
1360	2141653	100	88
1361	2142479	8	8
1362	2142542	3	3
1363	2142569	505	347
1364	2146567	13	12
1365	2146682	141	90
1366	2147862	117	50
1367	2148835	121	56
1368	2149849	5	5
1369	2149894	11	11
1370	2149985	30	29
1371	2150241	12	11
1372	2150341	1	1
1373	2150353	22	21
1374	2150532	1505	890
1375	2162681	5	5
1376	2162726	55	52
1377	2163167	1	1
1378	2163179	289	145
1379	2165561	10	9
1380	2165648	158	85
1381	2166898	13	8
1382	2167009	7	3
1383	2167072	7	6
1384	2167129	85	63
1385	2167806	68	33
1386	2168365	13	6
1387	2168473	67	43
1388	2169014	133	79
1389	2170066	592	406
1390	2175049	9	9
1391	2175125	355	314
1392	2178040	8	6
1393	2178101	24	16
1394	2178287	121	53
1395	2179257	36	35
1396	2179540	5	4
1397	2179578	26	18
1398	2179787	98	92
1399	2180598	25	21
1400	2180797	23	19
1401	2180980	48	37
1402	2181377	40	22
1403	2181680	6	4
